Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2015-03-18,005930,29920,30120,29720,30060,30060,249287
2015-03-19,005930,30200,30200,29400,29400,29400,264516
2015-03-20,005930,29500,29600,29200,29280,29280,254099
2015-03-23,005930,29240,29480,29160,29340,29340,162458
2015-03-24,005930,29099,29560,29099,29520,29520,182263
2015-03-25,005930,29740,29760,29440,29700,29700,187381
2015-03-26,005930,29000,29120,28420,28420,28420,420119
2015-03-27,005930,28300,28960,28300,28420,28420,321316
2015-03-30,005930,28500,28680,28240,28560,28560,179110
2015-03-31,005930,28979,29040,28600,28820,28820,196853
2015-04-01,005930,28740,28740,28400,28460,28460,145321
2015-04-02,005930,28680,28799,28460,28680,28680,138068
2015-04-03,005930,28680,28799,28399,28680,28680,125403
2015-04-06,005930,28860,29800,28700,29400,29400,211652
2015-04-07,005930,29560,29700,29240,29240,29240,190521
2015-04-08,005930,29400,29700,29200,29580,29580,155468
2015-04-09,005930,29400,29780,29400,29660,29660,182151
2015-04-10,005930,29600,29880,29560,29800,29800,199202
2015-04-13,005930,29580,29819,29360,29580,29580,205866
2015-04-14,005930,29699,29699,29300,29480,29480,188595
2015-04-15,005930,29199,29400,28539,28920,28920,271021
2015-04-16,005930,29239,29540,28940,29540,29540,215247
2015-04-17,005930,29539,29559,28940,29000,29000,203446
2015-04-20,005930,28920,28960,28460,28600,28600,247898
2015-04-21,005930,28420,28900,28399,28880,28880,237053
2015-04-22,005930,28879,29460,28720,29220,29220,253111
2015-04-23,005930,29400,29400,28800,29020,29020,184903
2015-04-24,005930,28979,29100,28000,28200,28200,381798
2015-04-27,005930,28200,28220,27500,27900,27900,330343
2015-04-28,005930,27799,28000,27180,27320,27320,313946
2015-04-29,005930,27339,27880,27279,27700,27700,217913
2015-04-30,005930,27699,28360,27580,28200,28200,367057
2015-05-04,005930,28140,28460,27940,28000,28000,165674
2015-05-06,005930,27800,27819,27120,27240,27240,265410
2015-05-07,005930,27240,27500,27080,27400,27400,205148
2015-05-08,005930,27319,27400,26760,26760,26760,189762
2015-05-11,005930,27200,27200,26719,26720,26720,192809
2015-05-12,005930,26900,27060,26480,26620,26620,212664
2015-05-13,005930,26979,26979,26520,26660,26660,197545
2015-05-14,005930,26820,26860,26559,26800,26800,169770
2015-05-15,005930,27100,27120,26420,26520,26520,178447
2015-05-18,005930,26700,26700,26180,26400,26400,192537
2015-05-19,005930,26419,27100,26139,26760,26760,173618
2015-05-20,005930,26980,27400,26820,27320,27320,205829
2015-05-21,005930,27420,27440,26880,27040,27040,144212
2015-05-22,005930,27060,27060,26700,27000,27000,163916
2015-05-26,005930,27320,27380,26720,27240,27240,200683
2015-05-27,005930,27200,27319,26260,26280,26280,345309
2015-05-28,005930,26340,26420,26020,26180,26180,300963
2015-05-29,005930,26399,26420,25940,26140,26140,347615
2015-06-01,005930,26000,26020,25760,25820,25820,218439
2015-06-02,005930,26000,26060,25760,26060,26060,175151
2015-06-03,005930,26060,26320,25300,25460,25460,235388
2015-06-04,005930,26300,26820,26100,26740,26740,388239
2015-06-05,005930,26499,27100,26400,26820,26820,196563
2015-06-08,005930,26900,26940,26260,26280,26280,202379
2015-06-09,005930,26000,26200,25360,25640,25640,274705
2015-06-10,005930,25640,25880,25240,25240,25240,250034
2015-06-11,005930,25260,25480,25060,25140,25140,306281
2015-06-12,005930,25560,25740,25280,25540,25540,234830
2015-06-15,005930,25100,25480,25100,25400,25400,161356
2015-06-16,005930,25400,25480,24900,25100,25100,255352
2015-06-17,005930,25000,25320,24800,25080,25080,189046
2015-06-18,005930,25180,25580,25020,25300,25300,164952
2015-06-19,005930,25320,25560,25200,25320,25320,141895
2015-06-22,005930,25820,25920,25520,25620,25620,127418
2015-06-23,005930,26180,26559,25820,26420,26420,203180
2015-06-24,005930,26000,26220,25820,26040,26040,203960
2015-06-25,005930,25800,26060,25380,25380,25380,213916
2015-06-26,005930,25040,25800,25040,25560,25560,206950
2015-06-29,005930,25380,25700,25120,25620,25620,230399
2015-06-30,005930,25520,25700,25320,25360,25360,197407
2015-07-01,005930,25360,26040,25180,25900,25900,166498
2015-07-02,005930,25720,26080,25700,25980,25980,164460
2015-07-03,005930,25740,25880,25340,25360,25360,142604
2015-07-06,005930,25060,25200,24460,24600,24600,201999
2015-07-07,005930,24400,25180,24400,24800,24800,249565
2015-07-08,005930,24800,25020,24640,24780,24780,235619
2015-07-09,005930,24600,25300,24520,25300,25300,280610
2015-07-10,005930,25140,25320,24960,25180,25180,191468
2015-07-13,005930,25000,25440,24900,25320,25320,153441
2015-07-14,005930,25300,25400,24420,24500,24500,399794
2015-07-15,005930,24500,24760,24480,24700,24700,167413
2015-07-16,005930,24460,25740,24460,25640,25640,223469
2015-07-17,005930,26000,26220,25560,26100,26100,297233
2015-07-20,005930,25820,26080,25460,25500,25500,128928
2015-07-21,005930,25500,25540,24940,25260,25260,194055
2015-07-22,005930,24880,25200,24700,25060,25060,268323
2015-07-23,005930,24880,25060,24680,24680,24680,208965
2015-07-24,005930,24540,24760,24480,24580,24580,196584
2015-07-27,005930,24580,24940,24560,24600,24600,243040
2015-07-28,005930,24480,25020,24380,24600,24600,267627
2015-07-29,005930,25000,25500,24620,25260,25260,274689
2015-07-30,005930,25160,25200,24300,24300,24300,308392
2015-07-31,005930,24400,24440,23500,23700,23700,391589
2015-08-03,005930,23680,23680,23320,23500,23500,196891
2015-08-04,005930,23500,23740,23400,23640,23640,256887
2015-08-05,005930,23640,23640,23160,23180,23180,256050
2015-08-06,005930,23100,23120,22300,22300,22300,403981
2015-08-07,005930,22400,22740,22300,22720,22720,275742
2015-08-10,005930,22800,22840,22600,22820,22820,114450
2015-08-11,005930,23020,23580,22960,23140,23140,233286
2015-08-12,005930,23000,23280,22800,23080,23080,223080
2015-08-13,005930,23060,23060,22760,22800,22800,150411
2015-08-17,005930,22800,22820,22080,22080,22080,227217
2015-08-18,005930,22360,22820,22340,22620,22620,231672
2015-08-19,005930,23380,23520,22820,23080,23080,401415
2015-08-20,005930,23260,23420,22600,22780,22780,216119
2015-08-21,005930,21980,22560,21920,22020,22020,408851
2015-08-24,005930,21760,22300,20660,21580,21580,448592
2015-08-25,005930,21580,22140,21340,21580,21580,392519
2015-08-26,005930,21360,21480,21000,21340,21340,558952
2015-08-27,005930,21640,21720,21260,21340,21340,495388
2015-08-28,005930,21720,21720,21460,21620,21620,462223
2015-08-31,005930,21420,21780,21040,21780,21780,408309
2015-09-01,005930,21780,21960,21620,21700,21700,240372
2015-09-02,005930,21380,21900,21300,21800,21800,312683
2015-09-03,005930,22040,22460,21860,22440,22440,305142
2015-09-04,005930,22880,22880,22360,22580,22580,251734
2015-09-07,005930,22580,22580,22100,22240,22240,191805
2015-09-08,005930,22260,22720,22120,22620,22620,182330
2015-09-09,005930,22920,22940,22720,22940,22940,259376
2015-09-10,005930,22600,22780,22360,22680,22680,362568
2015-09-11,005930,22520,22660,22300,22300,22300,204167
2015-09-14,005930,22400,22480,22200,22480,22480,167073
2015-09-15,005930,22280,22560,22260,22460,22460,232956
2015-09-16,005930,22420,23140,22420,23040,23040,343763
2015-09-17,005930,23060,23140,22880,23140,23140,273960
2015-09-18,005930,22900,23840,22700,23800,23800,436270
2015-09-21,005930,23260,23460,23000,23000,23000,205359
2015-09-22,005930,22860,23000,22600,22900,22900,250675
2015-09-23,005930,22880,22880,22500,22620,22620,197649
2015-09-24,005930,22520,22700,22500,22520,22520,132721
2015-09-25,005930,22400,22500,22180,22240,22240,209160
2015-09-30,005930,22000,22680,21800,22680,22680,458936
2015-10-01,005930,22800,22900,22420,22680,22680,241041
2015-10-02,005930,22240,22660,22240,22380,22380,274302
2015-10-05,005930,22380,22620,22300,22300,22300,241935
2015-10-06,005930,22600,23100,22540,23020,23020,382987
2015-10-07,005930,23960,25040,23720,25020,25020,799502
2015-10-08,005930,25000,25580,25000,25400,25400,570677
2015-10-12,005930,25200,25260,24940,25200,25200,378974
2015-10-13,005930,25200,25440,24960,25040,25040,198000
2015-10-14,005930,24960,25200,24740,25080,25080,175051
2015-10-15,005930,24880,25640,24860,25380,25380,248503
2015-10-16,005930,25300,25380,25180,25300,25300,143968
2015-10-19,005930,25140,25300,24980,25120,25120,117070
2015-10-20,005930,25200,25460,25120,25320,25320,150347
2015-10-21,005930,25300,25640,25180,25400,25400,139567
2015-10-22,005930,25600,25900,25380,25600,25600,230673
2015-10-23,005930,26000,26000,25560,25780,25780,263071
2015-10-26,005930,25960,25960,25440,25840,25840,152165
2015-10-27,005930,25640,25980,25620,25960,25960,132241
2015-10-28,005930,25880,26160,25820,26160,26160,271303
2015-10-29,005930,26599,27839,26480,26500,26500,630471
2015-10-30,005930,26900,27800,26819,27440,27440,509385
2015-11-02,005930,27700,27860,27479,27660,27660,386546
2015-11-03,005930,27620,27620,26999,27040,27040,301840
2015-11-04,005930,27040,27219,26519,26600,26600,281070
2015-11-05,005930,26600,27079,26600,26840,26840,173042
2015-11-06,005930,26860,26960,26600,26760,26760,164322
2015-11-09,005930,26760,26880,26419,26880,26880,185661
2015-11-10,005930,26720,26820,26280,26420,26420,197551
2015-11-11,005930,26419,26900,26419,26660,26660,140449
2015-11-12,005930,26660,26680,26340,26340,26340,157417
2015-11-13,005930,26340,26340,26000,26000,26000,177677
2015-11-16,005930,25820,25820,25260,25260,25260,275705
2015-11-17,005930,25500,25800,25400,25400,25400,186184
2015-11-18,005930,25440,25800,25440,25620,25620,167735
2015-11-19,005930,25800,25800,25420,25780,25780,192850
2015-11-20,005930,25780,25920,25560,25700,25700,168720
2015-11-23,005930,25700,26040,25620,25640,25640,198820
2015-11-24,005930,25640,26100,25640,25980,25980,159560
2015-11-25,005930,26000,26200,25980,25980,25980,142627
2015-11-26,005930,25980,26800,25980,26700,26700,185800
2015-11-27,005930,26900,26980,26540,26540,26540,169854
2015-11-30,005930,26500,26500,25680,25680,25680,534006
2015-12-01,005930,25880,26440,25760,26420,26420,252113
2015-12-02,005930,26420,26440,25880,26000,26000,229628
2015-12-03,005930,25900,25940,25720,25800,25800,166695
2015-12-04,005930,25500,25600,25340,25380,25380,192711
2015-12-07,005930,25380,25500,25240,25240,25240,196107
2015-12-08,005930,25240,25440,25240,25240,25240,138322
2015-12-09,005930,25240,25500,25240,25260,25260,181812
2015-12-10,005930,25260,25860,25260,25660,25660,303867
2015-12-11,005930,25660,25900,25440,25680,25680,206729
2015-12-14,005930,25460,25460,25100,25220,25220,222801
2015-12-15,005930,25220,25600,25200,25540,25540,175494
2015-12-16,005930,25560,26200,25560,25980,25980,207962
2015-12-17,005930,26020,26160,25500,25800,25800,174677
2015-12-18,005930,25300,25760,25280,25560,25560,168369
2015-12-21,005930,25560,25700,25220,25600,25600,160466
2015-12-22,005930,25600,25840,25340,25840,25840,206192
2015-12-23,005930,25840,25980,25640,25900,25900,207148
2015-12-24,005930,25900,26000,25700,25700,25700,156151
2015-12-28,005930,25700,25780,25320,25320,25320,227230
2015-12-29,005930,25300,25320,24820,25080,25080,232944
2015-12-30,005930,25200,25440,25080,25200,25200,203958
2016-01-04,005930,25200,25200,24100,24100,24100,306939
2016-01-05,005930,24040,24360,23720,24160,24160,216002
2016-01-06,005930,24160,24160,23360,23500,23500,366752
2016-01-07,005930,23320,23660,23020,23260,23260,282388
