날짜,시가,고가,저가,종가,거래량,등락률
2017-07-21,50860,51160,50520,51080,168981,-0.234375
2017-07-24,50700,51000,50620,50860,141995,-0.4306969459671104
2017-07-25,50500,50760,49940,50000,216212,-1.6909162406606373
2017-07-26,49600,50020,49300,49840,224496,-0.32
2017-07-27,50000,50640,49560,49800,228990,-0.08025682182985554
2017-07-28,49800,49800,47380,47760,523366,-4.096385542168675
2017-07-31,47420,48240,46920,48200,254028,0.9212730318257957
2017-08-01,48000,48840,47540,48600,227390,0.8298755186721992
2017-08-02,49200,49340,48600,49000,155549,0.823045267489712
2017-08-03,49000,49000,47120,47780,310816,-2.489795918367347
2017-08-04,48160,48180,47500,47700,167184,-0.1674340728338217
2017-08-07,47500,48080,47440,47580,144365,-0.25157232704402516
2017-08-08,47980,48260,47480,47720,159592,0.2942412778478352
2017-08-09,47400,47400,46240,46280,291108,-3.0176026823134956
2017-08-10,46200,46320,45460,45900,459723,-0.8210890233362144
2017-08-11,45120,45300,44220,44620,508146,-2.7886710239651413
2017-08-14,45120,45400,44720,45000,383712,0.8516360376512775
2017-08-16,46220,46380,46000,46200,438273,2.666666666666667
2017-08-17,46960,47300,46740,47040,248317,1.8181818181818181
2017-08-18,46760,47240,46240,46900,209559,-0.2976190476190476
2017-08-21,47240,47240,46580,46840,102069,-0.1279317697228145
2017-08-22,46820,47160,46700,47000,147635,0.3415883859948762
2017-08-23,47780,47780,47180,47480,187694,1.0212765957446808
2017-08-24,47520,47660,47340,47520,173149,0.08424599831508003
2017-08-25,47880,47880,46720,47020,224871,-1.0521885521885523
2017-08-28,47020,47240,45960,46100,199242,-1.9566142067205443
2017-08-29,45640,46080,45160,46080,252473,-0.04338394793926247
2017-08-30,46380,46400,45960,46200,150260,0.26041666666666663
2017-08-31,46220,46640,46000,46320,220234,0.2597402597402597
2017-09-01,46460,46640,46300,46480,212834,0.3454231433506045
2017-09-04,45780,46360,45500,46040,158870,-0.9466437177280551
2017-09-05,46240,46900,45960,46760,234322,1.5638575152041705
2017-09-06,46760,47180,46700,47000,216221,0.5132591958939264
2017-09-07,47000,48220,47000,48120,193530,2.382978723404255
2017-09-08,48700,49180,48580,49080,217860,1.99501246882793
2017-09-11,49700,50180,49500,49800,207495,1.466992665036675
2017-09-12,50200,50220,49140,49600,240595,-0.4016064257028112
2017-09-13,49820,50400,49440,49620,187140,0.04032258064516129
2017-09-14,50060,50320,49760,50300,284095,1.370415155179363
2017-09-15,50300,50560,49860,50400,215146,0.19880715705765406
2017-09-18,50540,52480,50520,52480,230499,4.1269841269841265
2017-09-19,52500,52640,51780,52120,197008,-0.6859756097560976
2017-09-20,52120,52500,51840,52220,185855,0.19186492709132769
2017-09-21,52219,52960,52219,52800,176796,1.1106855610877058
2017-09-22,52960,53600,52459,53000,278448,0.3787878787878788
2017-09-25,52999,53679,52999,53620,186062,1.169811320754717
2017-09-26,53020,53120,51560,51660,341144,-3.6553524804177546
2017-09-27,52000,52200,51500,51680,215940,0.03871467286101432
2017-09-28,52260,52460,51260,51260,240509,-0.8126934984520124
2017-09-29,51180,51620,50840,51280,258188,0.03901677721420211
2017-10-10,53360,53640,52799,52800,410396,2.9641185647425896
2017-10-11,53600,54760,53340,54640,273043,3.4848484848484853
2017-10-12,54840,55160,54099,54800,277814,0.29282576866764276
2017-10-13,54540,54840,53780,54000,252033,-1.4598540145985401
2017-10-16,53980,54860,53760,53920,195399,-0.14814814814814814
2017-10-17,54019,55380,54000,54800,212156,1.6320474777448073
2017-10-18,54820,55240,54039,54760,202215,-0.072992700729927
2017-10-19,54699,54699,52980,52980,242174,-3.2505478451424397
2017-10-20,52800,54100,52800,53840,160541,1.6232540581351453
2017-10-23,54600,54640,54000,54300,166221,0.8543833580980683
2017-10-24,54699,54780,54040,54040,116121,-0.4788213627992633
2017-10-25,54040,54420,53699,53900,117657,-0.2590673575129534
2017-10-26,53720,53900,52400,52400,195531,-2.782931354359926
2017-10-27,52400,53320,52140,53080,147850,1.297709923664122
2017-10-30,53780,54320,53699,54040,163923,1.8085908063300677
2017-10-31,54060,55440,53500,55080,267631,1.924500370096225
2017-11-01,57500,57500,56179,57220,290205,3.8852578068264343
2017-11-02,57500,57519,56760,57060,214421,-0.27962250961202373
2017-11-03,57059,57140,55860,56380,198716,-1.1917280056081316
2017-11-06,56380,56500,55340,56380,180019,0.0
2017-11-07,56380,56920,55860,56100,149291,-0.4966300106420717
2017-11-08,56100,57060,55860,56760,170404,1.1764705882352942
2017-11-09,56920,56920,55899,56340,239881,-0.7399577167019027
2017-11-10,55800,56540,55780,56400,134976,0.10649627263045794
2017-11-13,56400,56799,56100,56380,176133,-0.03546099290780142
2017-11-14,56380,56740,55920,55920,134500,-0.8158921603405462
2017-11-15,55920,56319,55320,55340,176339,-1.0371959942775395
2017-11-16,55440,56000,55400,55780,152814,0.7950849295265631
2017-11-17,56399,56880,55820,55820,214663,0.07171029042667623
2017-11-20,55900,55980,55200,55200,189455,-1.1107130060910069
2017-11-21,55400,55839,55280,55280,206494,0.14492753623188406
2017-11-22,55980,56200,55620,55960,159059,1.2301013024602026
2017-11-23,55960,55979,55020,55300,125458,-1.1794138670478913
2017-11-24,55300,55500,55180,55460,90724,0.28933092224231466
2017-11-27,55360,55360,52640,52640,362578,-5.084745762711865
2017-11-28,52699,53280,51720,53280,269988,1.21580547112462
2017-11-29,53200,53240,52500,52600,191805,-1.2762762762762763
2017-11-30,50800,51860,50200,50800,592683,-3.4220532319391634
2017-12-01,50800,51780,50800,50840,257372,0.07874015748031496
2017-12-04,50840,51340,50020,51340,297301,0.9834775767112509
2017-12-05,50600,51300,50280,51260,186531,-0.15582391897156214
2017-12-06,51260,51560,50020,50020,217784,-2.419040187280531
2017-12-07,50040,50980,50020,50740,221312,1.4394242303078768
2017-12-08,51360,52000,51040,52000,225809,2.4832479306267246
2017-12-11,52000,52040,51500,51780,162517,-0.4230769230769231
2017-12-12,51820,52100,51660,52100,175301,0.6179992275009656
2017-12-13,52100,52100,51100,51320,226674,-1.4971209213051824
2017-12-14,51320,52280,51060,51060,406208,-0.5066250974279034
2017-12-15,51240,51480,50520,50620,298571,-0.8617312965139052
2017-12-18,50620,51240,50620,51200,147005,1.1457921770051362
2017-12-19,51540,52080,51520,51560,239572,0.703125
2017-12-20,51500,51760,50820,50880,201611,-1.3188518231186968
2017-12-21,51000,51060,49100,49140,312486,-3.4198113207547167
2017-12-22,49400,49960,49240,49700,223993,1.1396011396011396
2017-12-26,49760,50100,48200,48200,320797,-3.0181086519114686
2017-12-27,48960,49560,48460,49360,214872,2.406639004149378
2017-12-28,49560,50960,49500,50960,179709,3.2414910858995136
